epoch,train_loss,val_loss,lr,miou,oa,non_iou,landslide_iou,landslide_f1,precision,recall,tn,fp,fn,tp,best_landslide_iou
43,0.512647,0.733726,6.374854329777358e-06,0.677383,0.986651,0.986547,0.368219,0.538245,0.660302,0.454273,3929269.0,16066.0,37516.0,31229.0,0.46505317519366274
44,0.511297,0.752742,5.7976062077965595e-06,0.668176,0.986351,0.98625,0.350103,0.518631,0.654848,0.429326,3929779.0,15556.0,39231.0,29514.0,0.46505317519366274
45,0.511469,0.721869,5.246951672795061e-06,0.683755,0.986664,0.986553,0.380957,0.551729,0.650091,0.47922,3927603.0,17732.0,35801.0,32944.0,0.46505317519366274
46,0.513359,0.736987,4.724400030577786e-06,0.674215,0.986339,0.986232,0.362197,0.531784,0.643755,0.452993,3928102.0,17233.0,37604.0,31141.0,0.46505317519366274
47,0.51162,0.722873,4.231383558873922e-06,0.683289,0.986377,0.986262,0.380316,0.551057,0.632498,0.488196,3925835.0,19500.0,35184.0,33561.0,0.46505317519366274
48,0.510663,0.706889,3.769253581563263e-06,0.690896,0.986833,0.986719,0.395074,0.566384,0.649518,0.502117,3926709.0,18626.0,34227.0,34518.0,0.46505317519366274
49,0.510324,0.725766,3.3392767647913527e-06,0.682142,0.986668,0.986559,0.377725,0.548332,0.653102,0.472529,3928081.0,17254.0,36261.0,32484.0,0.46505317519366274
50,0.508841,0.731727,2.9426316451256386e-06,0.67876,0.986503,0.986394,0.371126,0.541345,0.64747,0.46511,3927926.0,17409.0,36771.0,31974.0,0.46505317519366274
51,0.511518,0.723027,2.580405399268667e-06,0.683322,0.986426,0.986312,0.380332,0.551074,0.635448,0.486479,3926149.0,19186.0,35302.0,33443.0,0.46505317519366274
52,0.50773,0.733275,2.2535908641822855e-06,0.678003,0.986673,0.986568,0.369438,0.539547,0.66075,0.455917,3929243.0,16092.0,37403.0,31342.0,0.46505317519366274
53,0.507333,0.712085,1.963083815790574e-06,0.688527,0.98647,0.986351,0.390702,0.561877,0.6307,0.506597,3924943.0,20392.0,33919.0,34826.0,0.46505317519366274
54,0.509547,0.734836,1.7096805137202735e-06,0.675915,0.986302,0.986193,0.365638,0.535483,0.638655,0.461008,3927404.0,17931.0,37053.0,31692.0,0.46505317519366274
55,0.509995,0.743991,1.4940755188085092e-06,0.672426,0.986454,0.986351,0.358502,0.52779,0.65485,0.442025,3929319.0,16016.0,38358.0,30387.0,0.46505317519366274
56,0.506132,0.735918,1.3168597893598172e-06,0.675276,0.986426,0.986319,0.364234,0.533975,0.647951,0.454098,3928374.0,16961.0,37528.0,31217.0,0.46505317519366274
57,0.510413,0.727261,1.1785190613705039e-06,0.679306,0.986199,0.986085,0.372527,0.542833,0.627265,0.478435,3925791.0,19544.0,35855.0,32890.0,0.46505317519366274
58,0.508719,0.735815,1.0794325171600355e-06,0.675877,0.986456,0.986349,0.365405,0.535233,0.64905,0.455379,3928408.0,16927.0,37440.0,31305.0,0.46505317519366274
59,0.508273,0.725099,1.0198717460586794e-06,0.682016,0.986443,0.986331,0.3777,0.548305,0.638494,0.480442,3926635.0,18700.0,35717.0,33028.0,0.46505317519366274
60,0.507691,0.730305,1e-06,0.679737,0.986608,0.9865,0.372975,0.543309,0.653032,0.465154,3928345.0,16990.0,36768.0,31977.0,0.46505317519366274
