epoch,train_loss,val_loss,lr,miou,oa,non_iou,landslide_iou,landslide_f1,precision,recall,tn,fp,fn,tp,best_landslide_iou
46,0.260111,0.356515,4.724400030577786e-06,0.687493,0.988055,0.987964,0.387022,0.558062,0.761572,0.440381,3935857.0,9478.0,38471.0,30274.0,0.47418504179992144
47,0.259317,0.361737,4.231383558873922e-06,0.683087,0.987898,0.987808,0.378367,0.549008,0.758705,0.430126,3935931.0,9404.0,39176.0,29569.0,0.47418504179992144
48,0.25879,0.362979,3.769253581563263e-06,0.682273,0.987842,0.987752,0.376794,0.54735,0.755228,0.429209,3935772.0,9563.0,39239.0,29506.0,0.47418504179992144
49,0.25768,0.357693,3.3392767647913527e-06,0.688542,0.988033,0.987941,0.389143,0.560263,0.755711,0.445138,3935443.0,9892.0,38144.0,30601.0,0.47418504179992144
50,0.257331,0.358317,2.9426316451256386e-06,0.686913,0.987981,0.98789,0.385935,0.556931,0.755362,0.441065,3935515.0,9820.0,38424.0,30321.0,0.47418504179992144
51,0.258498,0.364447,2.580405399268667e-06,0.680502,0.987885,0.987797,0.373207,0.543555,0.766072,0.421209,3936493.0,8842.0,39789.0,28956.0,0.47418504179992144
52,0.257432,0.352813,2.2535908641822855e-06,0.692151,0.988098,0.988004,0.396298,0.567641,0.751066,0.456222,3934940.0,10395.0,37382.0,31363.0,0.47418504179992144
53,0.258275,0.351375,1.963083815790574e-06,0.692646,0.988176,0.988083,0.397208,0.568574,0.757869,0.454942,3935343.0,9992.0,37470.0,31275.0,0.47418504179992144
54,0.257874,0.353504,1.7096805137202735e-06,0.691238,0.988056,0.987963,0.394514,0.565808,0.74958,0.454404,3934899.0,10436.0,37507.0,31238.0,0.47418504179992144
55,0.257449,0.358867,1.4940755188085092e-06,0.685705,0.98806,0.98797,0.383439,0.554327,0.768261,0.433588,3936344.0,8991.0,38938.0,29807.0,0.47418504179992144
56,0.256237,0.353829,1.3168597893598172e-06,0.690685,0.988114,0.988022,0.393348,0.564608,0.757511,0.450011,3935432.0,9903.0,37809.0,30936.0,0.47418504179992144
57,0.257833,0.352732,1.1785190613705039e-06,0.69189,0.988097,0.988004,0.395776,0.567105,0.751838,0.455248,3935005.0,10330.0,37449.0,31296.0,0.47418504179992144
58,0.25688,0.36049,1.0794325171600355e-06,0.68462,0.987907,0.987816,0.381423,0.552217,0.754728,0.435392,3935608.0,9727.0,38814.0,29931.0,0.47418504179992144
59,0.255793,0.35657,1.0198717460586794e-06,0.688747,0.988032,0.98794,0.389555,0.560691,0.754881,0.445967,3935380.0,9955.0,38087.0,30658.0,0.47418504179992144
60,0.256243,0.360783,1e-06,0.684164,0.987968,0.987879,0.38045,0.551197,0.763044,0.43142,3936125.0,9210.0,39087.0,29658.0,0.47418504179992144
